"Customer ID","Customer Name",TotalSales
DB-13270,"Deborah Brumfield",36973.25599999998
SV-20785,"Stewart Visinsky",36947.74500000003
AR-10825,"Anthony Rawles",36186.687999999995
CP-12085,"Cathy Prescott",36148.71399999999
SZ-20035,"Sam Zeldin",35924.32999999996
PF-19120,"Peter Fuller",35921.98400000001
KL-16555,"Kelly Lampkin",35870.272000000004
MP-17965,"Michael Paige",35852.77800000006
LC-16930,"Linda Cazamias",35849.295999999915
CM-12385,"Christopher Martinez",35816.08000000001
NS-18640,"Noel Staavos",35577.87599999985
KH-16630,"Ken Heidel",35270.694
CS-12355,"Christine Sundaresam",35223.78199999997
KH-16690,"Kristen Hastings",35207.15400000001
GZ-14470,"Gary Zandusky",34841.200000000004
CK-12205,"Chloris Kastensmidt",34703.40499999999
IM-15070,"Irene Maddox",34513.317999999985
AT-10735,"Annie Thurman",34486.77599999992
TT-21070,"Ted Trevino",34409.213999999985
PO-19180,"Philisse Overcash",34251.300999999985
CS-12505,"Cindy Stewart",34140.33000000001
TC-21295,"Toby Carlisle",34094.81600000002
AJ-10780,"Anthony Jacobs",34071.407999999996
PG-18820,"Patrick Gardner",33955.97700000006
JF-15565,"Jill Fjeld",33586.656000000046
JK-15640,"Jim Kriz",33267.093999999975
BW-11110,"Bart Watters",33252.50599999998
CB-12535,"Claudia Bergmann",32988.123999999996
DM-13345,"Denise Monton",32595.775999999925
LW-17215,"Luke Weiss",32523.08400000001
AH-10075,"Adam Hart",32503.37000000002
SP-20860,"Sung Pak",32228.70399999994
EA-14035,"Erin Ashbrook",31929.900000000052
CM-12655,"Corinna Mitchell",31697.78799999998
HR-14830,"Harold Ryan",31492.721999999998
RL-19615,"Rob Lucas",31174.55000000001
EB-13705,"Ed Braxton",31034.466000000044
TW-21025,"Tamara Willingham",30987.75599999999
SF-20200,"Sarah Foster",30805.074000000048
SH-19975,"Sally Hughsby",30516.63449999998
IL-15100,"Ivan Liston",30244.415999999965
KB-16585,"Ken Black",30170.337999999974
EH-14125,"Eugene Hildebrand",30131.530000000035
DC-12850,"Dan Campbell",30025.511999999988
RD-19480,"Rick Duston",29944.240000000005
FM-14290,"Frank Merwin",29889.584000000053
DB-13060,"Dave Brooks",29857.057999999983
SF-20965,"Sylvia Foulston",29761.838999999964
DH-13075,"Dave Hallsten",29597.23200000001
RW-19630,"Rob Williams",29462.85000000004
JO-15145,"Jack O'Briant",29294.54100000001
CS-12400,"Christopher Schild",29214.868000000013
BP-11185,"Ben Peterman",28882.343999999997
DK-13225,"Dean Katz",28880.908
HG-14965,"Henry Goldwyn",28657.566000000024
EB-13750,"Edward Becker",28501.937999999987
JM-16195,"Justin MacKendrick",28339.25999999999
DL-13495,"Dionis Lloyd",28314.576
RD-19900,"Ruben Dartt",28205.316000000028
GT-14635,"Grant Thornton",28053.636
SC-20305,"Sean Christensen",27797.448
NP-18325,"Naresj Patel",27648.10000000001
PW-19030,"Pauline Webber",27639.327999999983
DB-13555,"Dorothy Badders",27361.619599999987
YC-21895,"Yoseph Carroll",27271.749999999985
PW-19240,"Pierre Wener",27148.205000000005
FC-14335,"Fred Chung",27060.921999999995
CS-12250,"Chris Selesnick",26967.959999999908
SC-20770,"Stewart Carmichael",26955.94200000002
RA-19885,"Ruben Ausman",26826.198000000033
RS-19765,"Roland Schwarz",26823.51000000002
AA-10645,"Anna Andreadi",26735.37000000002
MW-18220,"Mitch Webber",26709.5
RO-19780,"Rose O'Brian",26708.34599999998
TP-21415,"Tom Prescott",26645.023999999994
AP-10915,"Arthur Prichep",26588.447999999957
MG-17650,"Matthew Grinstein",26496.931999999997
RF-19345,"Randy Ferguson",26473.199999999975
BD-11500,"Bradley Drucker",26449.78199999998
JK-16120,"Julie Kriz",26392.35599999997
MD-17350,"Maribeth Dona",26364.674000000017
AJ-10795,"Anthony Johnson",26348.946000000018
FO-14305,"Frank Olsen",26228.379999999972
RD-19585,"Rob Dowd",26216.046000000013
SC-20260,"Scott Cohen",26108.55100000001
SR-20740,"Steven Roelle",26075.316
DS-13180,"David Smith",25936.315199999965
CT-11995,"Carol Triggs",25935.183999999997
HG-15025,"Hunter Glantz",25831.987999999983
LR-16915,"Lena Radford",25714.460000000006
LP-17095,"Liz Preis",25573.793
TH-21550,"Tracy Hopkins",25377.336
GH-14410,"Gary Hansen",25269.362999999998
MS-17770,"Maxwell Schwartz",25108.656000000017
JP-15520,"Jeremy Pistek",25010.608000000033
JC-15775,"John Castell",24948.49499999996
EB-13870,"Emily Burns",24904.97099999997
AG-10675,"Anna Gayman",24423.277200000004
FP-14320,"Frank Preis",24280.47599999999
CS-11950,"Carlos Soltero",24222.039999999964
BP-11095,"Bart Pistole",23995.400000000038
SP-20920,"Susan Pistek",23944.13399999997
LS-16975,"Lindsay Shagiari",23909.39200000001
FC-14245,"Frank Carlisle",23902.746000000003
RM-19675,"Robert Marley",23870.944000000003
CA-12265,"Christina Anderson",23834.584799999968
CK-12595,"Clytie Kelty",23727.500000000033
TM-21010,"Tamara Manning",23631.88799999996
LF-17185,"Luke Foster",23583.053999999975
KN-16390,"Katherine Nockton",23555.447999999993
GA-14515,"George Ashbrook",23518.65599999998
LT-17110,"Liz Thompson",23490.016000000014
BC-11125,"Becky Castell",23469.407999999978
DK-13375,"Dennis Kane",23229.402000000016
XP-21865,"Xylona Preis",23204.080000000027
CY-12745,"Craig Yedwab",23200.208
KH-16330,"Katharine Harms",23190.048000000003
SC-20695,"Steve Chapman",23187.672000000006
GB-14575,"Giulietta Baptist",22971.639999999967
CC-12430,"Chuck Clark",22960.39999999999
MC-17845,"Michael Chen",22834.283999999996
AS-10090,"Adam Shillingsburg",22787.170000000002
CA-11965,"Carol Adams",22738.336799999986
FM-14380,"Fred McMath",22709.39399999999
JK-15625,"Jim Karlsson",22560.167999999994
NZ-18565,"Nick Zandusky",22394.790000000037
BG-11035,"Barry Gonzalez",22391.584
TB-21625,"Trudy Brown",22381.343999999986
AA-10315,"Alex Avila",22254.239999999998
EM-14140,"Eugene Moren",22191.660000000007
MC-17425,"Mark Cousins",22160.689999999995
KW-16435,"Katrina Willman",22082.600000000006
TN-21040,"Tanja Norvell",21911.547000000017
ML-17395,"Marina Lichtenstein",21782.743999999948
JK-15370,"Jay Kimmel",21677.056
GM-14440,"Gary McGarr",21496.92000000001
JK-15205,"Jamie Kunitz",21390.850000000002
RB-19435,"Richard Bierner",21304.68800000001
AS-10045,"Aaron Smayling",21245.22400000001
AS-10225,"Alan Schoenberger",21244.999999999993
DW-13480,"Dianna Wilson",21027.39199999999
BE-11335,"Bill Eplett",21023.380000000023
ED-13885,"Emily Ducich",20909.52
RA-19285,"Ralph Arnett",20848.655999999988
LC-17140,"Logan Currie",20840.89599999998
LH-16900,"Lena Hernandez",20657.98799999999
DB-13120,"David Bremer",20522.025999999987
SW-20455,"Shaun Weien",20450.807999999994
BF-11020,"Barry Französisch",20060.501999999997
DJ-13510,"Don Jones",20013.504000000008
MC-18100,"Mick Crebagga",19970.819999999963
AW-10930,"Arthur Wiediger",19960.10799999997
GG-14650,"Greg Guthrie",19944.072000000007
RR-19525,"Rick Reed",19813.572000000004
BD-11605,"Brian Dahlen",19730.82599999997
DK-12895,"Dana Kaydos",19715.20000000002
MH-17455,"Mark Hamilton",19649.455999999984
DL-12925,"Daniel Lacy",19633.200000000008
TS-21610,"Troy Staebel",19613.188
NP-18670,"Nora Paige",19483.209999999995
JS-15880,"John Stevenson",19340.099999999988
AS-10285,"Alejandro Savely",19273.631999999998
BT-11680,"Brian Thompson",19180.51199999999
VP-21760,"Victoria Pisteka",19161.63600000001
OT-18730,"Olvera Toch",19093.119999999995
FM-14215,"Filia McAdams",18994.159999999978
CV-12805,"Cynthia Voltz",18962.508799999974
KB-16240,"Karen Bern",18915.68999999999
JM-15250,"Janet Martin",18872.243999999973
JL-15505,"Jeremy Lonsdale",18856.476
SN-20710,"Steve Nguyen",18767.755199999978
NH-18610,"Nicole Hansen",18713.030000000013
AG-10495,"Andrew Gjertsen",18709.431999999993
KH-16360,"Katherine Hughes",18603.672
EM-13825,"Elizabeth Moffitt",18594.863999999983
DK-13090,"Dave Kipp",18553.89899999998
GM-14455,"Gary Mitchum",18471.74400000001
MK-17905,"Michael Kennedy",18418.943999999963
KT-16465,"Kean Takahito",18342.6
SS-20410,"Shahid Shariari",18340.842000000015
SL-20155,"Sara Luxemburg",18318.071999999975
CA-12775,"Cynthia Arntzen",18249.39600000002
GM-14695,"Greg Maxwell",18149.897999999997
FA-14230,"Frank Atkinson",17904.324000000008
CC-12610,"Corey Catlett",17784.417
LC-16870,"Lena Cacioppo",17683.273999999987
DB-13210,"Dean Braden",17638.632
ES-14020,"Erica Smith",17552.28999999999
ML-17410,"Maris LaWare",17529.000000000015
SC-20230,"Scot Coram",17487.832000000006
RW-19690,"Robert Waldorf",17478.230000000003
PO-18865,"Patrick O'Donnell",17452.498
BS-11755,"Bruce Stewart",17446.44999999999
SH-20395,"Shahid Hopkins",17445.744000000002
RP-19855,"Roy Phan",17365.727999999996
ND-18460,"Neil Ducich",17360.730000000007
VM-21685,"Valerie Mitchum",17184.062000000005
LS-16945,"Linda Southworth",17071.61999999998
NM-18520,"Neoma Murray",16986.775999999998
BS-11380,"Bill Stewart",16895.649999999994
TS-21655,"Trudy Schmidt",16840.470000000012
PF-19165,"Philip Fox",16619.999999999996
MM-18055,"Michelle Moray",16499.286
PM-19135,"Peter McVee",16462.648000000005
LL-16840,"Lauren Leatherbury",16447.224000000013
DV-13465,"Dianna Vittorini",16429.934999999998
RF-19735,"Roland Fjeld",16389.071999999996
JL-15850,"John Lucas",16351.536
MC-17275,"Marc Crier",16338.215999999993
SR-20425,"Sharelle Roach",16167.404999999995
JB-15400,"Jennifer Braxton",16124.444999999987
RS-19420,"Ricardo Sperren",16106.45000000001
MP-17470,"Mark Packer",16030.659999999993
DG-13300,"Deirdre Greer",15979.089999999998
CM-12715,"Craig Molinari",15937.809599999997
PG-18895,"Paul Gonzalez",15897.311999999987
CC-12670,"Craig Carreira",15887.910499999996
GM-14680,"Greg Matthias",15818.140000000007
MC-17605,"Matt Connell",15807.344
NB-18655,"Nona Balk",15780.792000000003
GH-14425,"Gary Hwang",15702.968000000004
MY-17380,"Maribeth Yedwab",15698.284000000009
KC-16540,"Kelly Collister",15633.048000000003
SO-20335,"Sean O'Donnell",15615.452999999992
SG-20605,"Speros Goranitis",15584.880000000005
SU-20665,"Stephanie Ulpright",15572.184000000005
HA-14920,"Helen Andreada",15504.947999999993
MZ-17515,"Mary Zewe",15389.436000000003
EB-14110,"Eugene Barchas",15355.629999999996
GW-14605,"Giulietta Weimer",15323.133000000003
TG-21310,"Toby Gnade",15291.859999999995
SV-20935,"Susan Vittorini",15227.928000000007
DB-12910,"Daniel Byrd",15201.192999999992
HF-14995,"Herbert Flentye",15198.984000000011
DP-13105,"Dave Poirier",15154.230000000009
JS-16030,"Joy Smith",15098.964000000004
KN-16705,"Kristina Nunn",15036.210000000001
CC-12475,"Cindy Chapman",14934.942000000003
MH-18025,"Michelle Huthwaite",14924.739999999998
CC-12145,"Charles Crestani",14829.900000000005
MN-17935,"Michael Nguyen",14814.252
BS-11590,"Brendan Sweed",14729.567999999981
MA-17995,"Michelle Arnett",14719.704000000003
CK-12325,"Christine Kargatis",14698.029999999997
ML-17755,"Max Ludwig",14503.397999999996
RH-19495,"Rick Hansen",14485.504000000003
MT-17815,"Meg Tillman",14450.695
PV-18985,"Paul Van Hugh",14380.229999999989
TB-21175,"Thomas Boland",14316.096
BP-11290,"Beth Paige",14302.781999999997
MB-17305,"Maria Bertelson",14273.260000000028
CK-12760,"Cyma Kinney",14238.980999999989
JF-15415,"Jennifer Ferguson",14228.687999999998
RD-19720,"Roger Demir",14197.369999999979
MC-17590,"Matt Collister",14175.041999999994
CV-12295,"Christina VanderZanden",14153.140000000001
KB-16315,"Karl Braun",14125.176000000012
ON-18715,"Odella Nelson",14107.679999999991
RD-19660,"Robert Dilbeck",13933.160000000007
HP-14815,"Harold Pawlan",13932.198000000004
JF-15190,"Jamie Frazer",13677.515999999994
JP-16135,"Julie Prescott",13661.680000000011
TS-21505,"Tony Sayre",13459.643999999995
SC-20020,"Sam Craven",13451.8544
ME-17725,"Max Engle",13359.1724
NC-18415,"Nathan Cano",13313.940000000006
EJ-14155,"Eva Jacobs",13283.455000000004
MH-17785,"Maya Herman",13222.668000000003
SG-20470,"Sheri Gordon",13193.585999999985
EB-13840,"Ellis Ballard",13033.524
KE-16420,"Katrina Edelman",13013.465600000007
CB-12415,"Christy Brittain",12993.820000000012
LC-16960,"Lindsay Castell",12986.504000000003
HA-14905,"Helen Abelman",12979.800000000008
BO-11350,"Bill Overfelt",12930.399999999998
TD-20995,"Tamara Dahlen",12910.93200000001
AJ-10945,"Ashley Jarboe",12874.679999999995
DN-13690,"Duane Noonan",12838.739999999993
EM-13810,"Eleni McCrary",12835.05
AG-10270,"Alejandro Grove",12826.289999999997
KM-16225,"Kalyca Meade",12805.488000000007
SP-20650,"Stephanie Phelps",12788.127999999986
CM-12160,"Charles McCrossin",12666.57
AF-10870,"Art Ferguson",12317.447999999991
NC-18340,"Nat Carroll",12307.019999999995
NF-18595,"Nicole Fjeld",12188.83200000001
AH-10120,"Adrian Hane",12148.597999999998
TH-21100,"Thea Hendricks",12114.120000000004
VB-21745,"Victoria Brennan",12033.576000000001
DB-13615,"Doug Bickford",11934.300000000001
TH-21115,"Thea Hudgings",11771.087999999996
CL-12700,"Craig Leslie",11767.929999999998
JF-15355,"Jay Fein",11471.064
AP-10720,"Anne Pryor",11469.878000000006
CM-12235,"Chris McAfee",11435.860000000002
CC-12685,"Craig Carroll",11416.460000000006
BE-11410,"Bobby Elias",11307.190000000006
GM-14500,"Gene McClure",11301.138000000004
SC-20440,"Shaun Chance",11249.987999999994
BG-11695,"Brooke Gillingham",11245.032000000005
JK-16090,"Juliana Krohn",11243.003999999999
LW-16825,"Laurel Workman",11190.304999999997
AR-10405,"Allen Rosenblatt",11180.640000000014
SN-20560,"Skye Norling",11162.508000000002
JL-15235,"Janet Lee",11018.500000000004
JR-16210,"Justin Ritter",11008.430000000002
TB-21280,"Toby Braunhardt",10992.249999999998
JG-15310,"Jason Gross",10988.980000000001
PJ-19015,"Pauline Johnson",10945.403999999997
BT-11395,"Bill Tyler",10910.970000000003
PS-18760,"Pamela Stobb",10907.395
KN-16450,"Kean Nguyen",10859.810000000001
GB-14530,"George Bell",10851.840000000007
JF-15490,"Jeremy Farry",10829.180000000008
MV-17485,"Mark Van Huff",10796.87
JD-15790,"John Dryer",10761.759999999998
BT-11530,"Bradley Talbott",10737.967999999999
BM-11785,"Bryan Mills",10687.168000000005
KC-16255,"Karen Carlisle",10519.170000000004
MW-18235,"Mitch Willingham",10507.752
AH-10030,"Aaron Hawkins",10468.200000000004
MV-18190,"Mike Vittorini",10407.444000000001
BE-11455,"Brad Eason",10365.911999999998
SS-20140,"Saphhira Shifley",10316.383999999996
TS-21430,"Tom Stivers",10270.699999999992
BT-11305,"Beth Thompson",10270.624
PN-18775,"Parhena Norris",10270.063999999998
PS-18970,"Paul Stevenson",10229.112000000014
SG-20080,"Sandra Glassco",10219.743
PB-19150,"Philip Brown",10198.65
DL-13315,"Delfina Latchford",10122.461999999989
AC-10615,"Ann Chong",9999.02399999999
MB-18085,"Mick Brown",9997.617000000013
TT-21220,"Thomas Thornton",9989.307999999999
LH-17155,"Logan Haushalter",9961.829999999987
BS-11665,"Brian Stugart",9864.330000000004
SW-20275,"Scott Williamson",9833.250000000002
PJ-18835,"Patrick Jones",9760.719999999998
GA-14725,"Guy Armstrong",9755.65999999998
LW-16990,"Lindsay Williams",9690.923999999997
MS-17710,"Maurice Satty",9680.412000000002
AH-10465,"Amy Hunt",9625.726400000001
JO-15280,"Jas O'Carroll",9557.760000000006
MH-17290,"Marc Harrigan",9526.924000000003
AA-10375,"Allen Armold",9507.509999999982
KD-16345,"Katherine Ducich",9444.82
TB-21250,"Tim Brockman",9417.552000000009
TS-21160,"Theresa Swint",9409.464000000007
MG-17680,"Maureen Gastineau",9400.752000000004
NG-18355,"Nat Gilpin",9347.900000000001
CD-12790,"Cynthia Delaney",9303.660000000007
DM-12955,"Dario Medina",9254.237999999992
BD-11620,"Brian DeCherney",9228.660000000002
PR-18880,"Patrick Ryan",9200.890000000014
EG-13900,"Emily Grady",9160.099999999997
BD-11725,"Bruce Degenhardt",9158.999999999998
LR-17035,"Lisa Ryan",9156.93
KA-16525,"Kelly Andreada",9117.035999999991
NC-18625,"Noah Childs",9108.710000000003
RD-19810,"Ross DeVincentis",9100.927999999996
FH-14350,"Fred Harton",9085.136000000011
JG-15805,"John Grady",9042.107999999991
JH-16180,"Justin Hirsh",9025.576000000001
JM-15265,"Janet Molinari",9020.73
KD-16615,"Ken Dana",8974.040000000005
DL-12865,"Dan Lawera",8944.908000000003
CM-12190,"Charlotte Melton",8850.864
CC-12100,"Chad Cunningham",8826.149999999998
PF-19225,"Phillip Flathmann",8824.511999999999
TC-21475,"Tony Chapman",8824.127999999997
NR-18550,"Nick Radford",8737.347999999996
RM-19375,"Raymond Messe",8720.844000000006
MG-18145,"Mike Gockenbach",8671.773000000001
JM-15535,"Jessica Myrick",8667.214999999997
EJ-13720,"Ed Jacobs",8648.696
BW-11200,"Ben Wallace",8631.149999999994
CR-12580,"Clay Rozendal",8595.408
IM-15055,"Ionia McGrath",8545.08
EH-14005,"Erica Hernandez",8536.709999999995
DB-12970,"Darren Budd",8517.681599999998
BP-11155,"Becky Pak",8460.73
DK-12985,"Darren Koutras",8435.199999999997
RA-19945,"Ryan Akin",8434.6125
DW-13585,"Dorothy Wardle",8433.977999999996
DO-13435,"Denny Ordway",8381.180499999999
MO-17800,"Meg O'Connel",8377.938
CM-11815,"Candace McMahon",8369.44
JE-15475,"Jeremy Ellison",8332.091999999993
FG-14260,"Frank Gastineau",8298.863999999996
TG-21640,"Trudy Glocke",8298.644
DP-13000,"Darren Powers",8273.503999999992
JP-15460,"Jennifer Patt",8267.914999999994
LC-17050,"Liz Carlisle",8258.016
CD-11920,"Carlos Daly",8135.872000000002
AZ-10750,"Annie Zypern",8110.089999999998
JE-16165,"Justin Ellison",8091.744000000001
DB-13660,"Duane Benoit",8086.413999999998
MF-18250,"Monica Federle",7876.799999999998
JL-15175,"James Lanier",7857.615000000002
AB-10165,"Alan Barnes",7796.866
TP-21565,"Tracy Poddar",7746.560000000003
NS-18505,"Neola Schneider",7727.589000000001
BV-11245,"Benjamin Venier",7616.364999999997
GD-14590,"Giulietta Dortch",7552.279999999998
ZD-21925,"Zuschuss Donatelli",7469.72
JW-15955,"Joni Wasserman",7464.516
NP-18685,"Nora Pelletier",7372.188
GZ-14545,"George Zrebassa",7363.865999999998
LE-16810,"Laurel Elliston",7347.249999999994
TB-21055,"Ted Butterfield",7339.404999999998
PC-18745,"Pamela Coakley",7328.256000000003
JL-15130,"Jack Lebron",7289.735999999997
AB-10255,"Alejandro Ballentine",7184.672000000005
DF-13135,"David Flashing",7171.602000000001
TH-21235,"Tiffany House",7155.406999999995
AA-10480,"Andrew Allen",7131.488000000001
EB-14170,"Evan Bailliet",7117.955999999998
JG-15115,"Jack Garza",7076.028
DS-13030,"Darrin Sayre",7048.852000000002
MG-17890,"Michael Granlund",6987.455999999998
NG-18430,"Nathan Gelder",6979.689999999997
TB-21595,"Troy Blackwell",6937.795000000003
TZ-21580,"Tracy Zic",6829.143999999996
CW-11905,"Carl Weiss",6819.552
KB-16600,"Ken Brennan",6819.498000000001
DB-13405,"Denny Blanton",6810.191999999996
LM-17065,"Liz MacKendrick",6733.869999999998
CA-12055,"Cathy Armstrong",6718.8960000000025
JH-15910,"Jonathan Howell",6716.3390000000145
DJ-13630,"Doug Jacobs",6712.7959999999985
SJ-20215,"Sarah Jordon",6695.360000000004
EB-13975,"Erica Bern",6573.0199999999995
SP-20545,"Sibella Parks",6530.429999999997
Co-12640,Corey-Lock,6500.38
HR-14770,"Hallie Redmond",6496.440000000004
DW-13195,"David Wiener",6484.505999999998
MC-17575,"Matt Collins",6478.9550000000045
EN-13780,"Edward Nazzal",6414.738
RF-19840,"Roy Französisch",6409.633999999997
DE-13255,"Deanra Eno",6353.856000000002
AH-10195,"Alan Haines",6349.807999999997
BF-11215,"Benjamin Farhat",6340.648000000001
MC-18130,"Mike Caudle",6327.992000000004
SC-20680,"Steve Carroll",6273.199999999997
RH-19600,"Rob Haberlin",6257.219999999997
MG-17875,"Michael Grace",6214.1649999999945
RB-19705,"Roger Barcio",6202.349999999998
AB-10600,"Ann Blume",6063.447999999997
LS-17245,"Lynn Smith",6048.816000000003
BG-11740,"Bruce Geld",6038.1359999999995
DJ-13420,"Denny Joy",6037.5599999999995
MD-17860,"Michael Dominguez",6024.55
LS-17200,"Luke Schmidt",5988.191999999998
LD-17005,"Lisa DeCherney",5885.801999999999
DC-13285,"Debra Catini",5873.090000000004
BN-11515,"Bradley Nguyen",5837.375999999998
AS-10630,"Ann Steele",5833.786000000002
DO-13645,"Doug O'Connell",5833.559999999999
RC-19825,"Roy Collins",5798.454000000003
AG-10525,"Andy Gerbode",5795.768000000001
JW-16075,"Julia West",5714.923999999999
CA-12310,"Christine Abelman",5604.296000000001
DV-13045,"Darrin Van Huff",5597.414999999999
SW-20245,"Scot Wooten",5551.188000000002
JB-16045,"Julia Barnett",5524.9529999999995
MM-18280,"Muhammed MacIntyre",5427.898000000002
DB-13360,"Dennis Bolton",5407.329999999996
SF-20065,"Sandra Flanagan",5344.822
BF-11005,"Barry Franz",5335.520000000001
PO-19195,"Phillina Ober",5284.290000000001
MT-18070,"Michelle Tran",5277.799199999999
MM-17260,"Magdelene Morse",5256.092000000001
EK-13795,"Eileen Kiefer",5213.912000000001
RC-19960,"Ryan Crowe",5101.1519999999955
SV-20815,"Stuart Van",5084.360000000001
ME-18010,"Michelle Ellison",5027.775999999998
MH-17620,"Matt Hagelstein",5011.199999999999
CM-12115,"Chad McGuire",4931.909999999999
TS-21340,"Toby Swindell",4858.67
AB-10150,"Aimee Bixby",4833.5499999999965
CR-12730,"Craig Reiter",4801.650000000001
EH-13945,"Eric Hoffmann",4789.196999999997
JF-15295,"Jason Fortune-",4775.62
SJ-20500,"Shirley Jackson",4761.504000000003
JS-15595,"Jill Stevenson",4726.935999999998
BP-11230,"Benjamin Patterson",4725.96
