"Customer ID","Customer Name","Order ID",OrderSales
AB-10060,"Adam Bellavance",CA-2016-129714,4438.686
AB-10060,"Adam Bellavance",CA-2016-129714,4438.686
AB-10060,"Adam Bellavance",CA-2016-129714,4438.686
AB-10060,"Adam Bellavance",CA-2016-129714,4438.686
AB-10060,"Adam Bellavance",CA-2016-129714,4438.686
AB-10060,"Adam Bellavance",CA-2016-129714,4438.686
MK-17905,"Michael Kennedy",CA-2016-155516,1179.27
MK-17905,"Michael Kennedy",CA-2016-155516,1179.27
MK-17905,"Michael Kennedy",CA-2016-155516,1179.27
MK-17905,"Michael Kennedy",CA-2016-155516,1179.27
MK-17905,"Michael Kennedy",CA-2016-155516,1179.27
MK-17905,"Michael Kennedy",CA-2016-155516,1179.27
MK-17905,"Michael Kennedy",CA-2016-155516,1179.27
MK-17905,"Michael Kennedy",CA-2016-155516,1179.27
AG-10900,"Arthur Gainer",US-2014-119137,1520.376
AG-10900,"Arthur Gainer",US-2014-119137,1520.376
AG-10900,"Arthur Gainer",US-2014-119137,1520.376
AG-10900,"Arthur Gainer",US-2014-119137,1520.376
AG-10900,"Arthur Gainer",US-2014-119137,1520.376
AG-10900,"Arthur Gainer",US-2014-119137,1520.376
AG-10900,"Arthur Gainer",US-2014-119137,1520.376
AG-10900,"Arthur Gainer",US-2014-119137,1520.376
AG-10900,"Arthur Gainer",US-2014-119137,1520.376
AG-10900,"Arthur Gainer",US-2014-119137,1520.376
AR-10405,"Allen Rosenblatt",US-2017-134481,1488.424
AR-10405,"Allen Rosenblatt",US-2017-134481,1488.424
AR-10405,"Allen Rosenblatt",US-2017-134481,1488.424
AR-10405,"Allen Rosenblatt",US-2017-134481,1488.424
AR-10405,"Allen Rosenblatt",US-2017-134481,1488.424
DO-13435,"Denny Ordway",US-2015-168935,459.4335
DO-13435,"Denny Ordway",US-2015-168935,459.4335
DO-13435,"Denny Ordway",US-2015-168935,459.4335
DO-13435,"Denny Ordway",US-2015-168935,459.4335
DO-13435,"Denny Ordway",US-2015-168935,459.4335
DO-13435,"Denny Ordway",US-2015-168935,459.4335
DO-13435,"Denny Ordway",US-2015-168935,459.4335
JG-15115,"Jack Garza",US-2014-135972,2046.354
JG-15115,"Jack Garza",US-2014-135972,2046.354
JG-15115,"Jack Garza",US-2014-135972,2046.354
AG-10675,"Anna Gayman",CA-2016-108987,2620.9375999999997
AG-10675,"Anna Gayman",CA-2016-108987,2620.9375999999997
AG-10675,"Anna Gayman",CA-2016-108987,2620.9375999999997
AG-10675,"Anna Gayman",CA-2016-108987,2620.9375999999997
AG-10675,"Anna Gayman",CA-2016-108987,2620.9375999999997
AG-10675,"Anna Gayman",CA-2016-108987,2620.9375999999997
AG-10675,"Anna Gayman",CA-2016-108987,2620.9375999999997
KH-16510,"Keith Herrera",CA-2017-117457,3955.5070000000005
KH-16510,"Keith Herrera",CA-2017-117457,3955.5070000000005
KH-16510,"Keith Herrera",CA-2017-117457,3955.5070000000005
KH-16510,"Keith Herrera",CA-2017-117457,3955.5070000000005
KH-16510,"Keith Herrera",CA-2017-117457,3955.5070000000005
KH-16510,"Keith Herrera",CA-2017-117457,3955.5070000000005
KH-16510,"Keith Herrera",CA-2017-117457,3955.5070000000005
TN-21040,"Tanja Norvell",CA-2016-109869,1588.3229999999999
TN-21040,"Tanja Norvell",CA-2016-109869,1588.3229999999999
TN-21040,"Tanja Norvell",CA-2016-109869,1588.3229999999999
TN-21040,"Tanja Norvell",CA-2016-109869,1588.3229999999999
TN-21040,"Tanja Norvell",CA-2016-109869,1588.3229999999999
TN-21040,"Tanja Norvell",CA-2016-109869,1588.3229999999999
TN-21040,"Tanja Norvell",CA-2016-109869,1588.3229999999999
JS-15940,"Joni Sundaresam",US-2015-101399,254.744
JS-15940,"Joni Sundaresam",US-2015-101399,254.744
JS-15940,"Joni Sundaresam",US-2015-101399,254.744
JS-15940,"Joni Sundaresam",US-2015-101399,254.744
JS-15940,"Joni Sundaresam",US-2015-101399,254.744
JG-15805,"John Grady",CA-2016-100790,718.95
JG-15805,"John Grady",CA-2016-100790,718.95
JG-15805,"John Grady",CA-2016-100790,718.95
JG-15805,"John Grady",CA-2016-100790,718.95
JG-15805,"John Grady",CA-2016-100790,718.95
JG-15805,"John Grady",CA-2016-100790,718.95
EM-14065,"Erin Mull",CA-2014-127691,165.94
EM-14065,"Erin Mull",CA-2014-127691,165.94
EM-14065,"Erin Mull",CA-2014-127691,165.94
MT-18070,"Michelle Tran",CA-2017-140963,823.7249999999999
MT-18070,"Michelle Tran",CA-2017-140963,823.7249999999999
MT-18070,"Michelle Tran",CA-2017-140963,823.7249999999999
MT-18070,"Michelle Tran",CA-2017-140963,823.7249999999999
SA-20830,"Sue Ann Reed",CA-2014-154627,2735.952
SA-20830,"Sue Ann Reed",CA-2014-154627,2735.952
SA-20830,"Sue Ann Reed",CA-2014-154627,2735.952
SA-20830,"Sue Ann Reed",CA-2014-154627,2735.952
SA-20830,"Sue Ann Reed",CA-2014-154627,2735.952
SA-20830,"Sue Ann Reed",CA-2014-154627,2735.952
SA-20830,"Sue Ann Reed",CA-2014-154627,2735.952
SA-20830,"Sue Ann Reed",CA-2014-154627,2735.952
SA-20830,"Sue Ann Reed",CA-2014-154627,2735.952
AJ-10960,"Astrea Jones",CA-2014-113362,460.21999999999997
AJ-10960,"Astrea Jones",CA-2014-113362,460.21999999999997
AJ-10960,"Astrea Jones",CA-2014-113362,460.21999999999997
MY-17380,"Maribeth Yedwab",US-2016-105578,874.308
MY-17380,"Maribeth Yedwab",US-2016-105578,874.308
MY-17380,"Maribeth Yedwab",US-2016-105578,874.308
MY-17380,"Maribeth Yedwab",US-2016-105578,874.308
MY-17380,"Maribeth Yedwab",US-2016-105578,874.308
MY-17380,"Maribeth Yedwab",US-2016-105578,874.308
MY-17380,"Maribeth Yedwab",US-2016-105578,874.308
CM-12385,"Christopher Martinez",CA-2015-145352,6412.7699999999995
CM-12385,"Christopher Martinez",CA-2015-145352,6412.7699999999995
CM-12385,"Christopher Martinez",CA-2015-145352,6412.7699999999995
CM-12385,"Christopher Martinez",CA-2015-145352,6412.7699999999995
AD-10180,"Alan Dominguez",CA-2017-127432,4189.379999999999
AD-10180,"Alan Dominguez",CA-2017-127432,4189.379999999999
AD-10180,"Alan Dominguez",CA-2017-127432,4189.379999999999
AD-10180,"Alan Dominguez",CA-2017-127432,4189.379999999999
AD-10180,"Alan Dominguez",CA-2017-127432,4189.379999999999
AD-10180,"Alan Dominguez",CA-2017-127432,4189.379999999999
AD-10180,"Alan Dominguez",CA-2017-127432,4189.379999999999
PH-18790,"Patricia Hirasaki",CA-2017-113558,729.648
JC-15340,"Jasper Cacioppo",US-2017-129441,47.94
JC-15340,"Jasper Cacioppo",US-2017-129441,47.94
JC-15340,"Jasper Cacioppo",US-2017-129441,47.94
LM-17065,"Liz MacKendrick",US-2015-120161,646.776
LM-17065,"Liz MacKendrick",US-2015-120161,646.776
LM-17065,"Liz MacKendrick",US-2015-120161,646.776
LM-17065,"Liz MacKendrick",US-2015-120161,646.776
LM-17065,"Liz MacKendrick",US-2015-120161,646.776
AS-10135,"Adrian Shami",CA-2017-162929,54.64
AS-10135,"Adrian Shami",CA-2017-162929,54.64
DK-13225,"Dean Katz",CA-2017-100650,1295.78
DK-13225,"Dean Katz",CA-2017-100650,1295.78
DK-13225,"Dean Katz",CA-2017-100650,1295.78
DK-13225,"Dean Katz",CA-2017-100650,1295.78
DK-13225,"Dean Katz",CA-2017-100650,1295.78
DK-13225,"Dean Katz",CA-2017-100650,1295.78
DK-13225,"Dean Katz",CA-2017-100650,1295.78
LR-16915,"Lena Radford",CA-2014-131450,2049.816
LR-16915,"Lena Radford",CA-2014-131450,2049.816
LR-16915,"Lena Radford",CA-2014-131450,2049.816
LR-16915,"Lena Radford",CA-2014-131450,2049.816
LR-16915,"Lena Radford",CA-2014-131450,2049.816
AS-10240,"Alan Shonely",CA-2014-149958,370.782
AS-10240,"Alan Shonely",CA-2014-149958,370.782
AS-10240,"Alan Shonely",CA-2014-149958,370.782
AS-10240,"Alan Shonely",CA-2014-149958,370.782
AS-10240,"Alan Shonely",CA-2014-149958,370.782
AS-10240,"Alan Shonely",CA-2014-149958,370.782
SF-20965,"Sylvia Foulston",CA-2015-138009,1542.47
SF-20965,"Sylvia Foulston",CA-2015-138009,1542.47
SF-20965,"Sylvia Foulston",CA-2015-138009,1542.47
SF-20965,"Sylvia Foulston",CA-2015-138009,1542.47
SF-20965,"Sylvia Foulston",CA-2015-138009,1542.47
SF-20965,"Sylvia Foulston",CA-2015-138009,1542.47
SF-20965,"Sylvia Foulston",CA-2015-138009,1542.47
SF-20965,"Sylvia Foulston",CA-2015-138009,1542.47
SF-20965,"Sylvia Foulston",CA-2015-138009,1542.47
FM-14380,"Fred McMath",US-2016-135720,663.952
FM-14380,"Fred McMath",US-2016-135720,663.952
FM-14380,"Fred McMath",US-2016-135720,663.952
FM-14380,"Fred McMath",US-2016-135720,663.952
FM-14380,"Fred McMath",US-2016-135720,663.952
FM-14380,"Fred McMath",US-2016-135720,663.952
FM-14380,"Fred McMath",US-2016-135720,663.952
FM-14380,"Fred McMath",US-2016-135720,663.952
FM-14380,"Fred McMath",US-2016-135720,663.952
RB-19465,"Rick Bensley",CA-2016-115917,1064.624
RB-19465,"Rick Bensley",CA-2016-115917,1064.624
RB-19465,"Rick Bensley",CA-2016-115917,1064.624
RB-19465,"Rick Bensley",CA-2016-115917,1064.624
RB-19465,"Rick Bensley",CA-2016-115917,1064.624
RB-19465,"Rick Bensley",CA-2016-115917,1064.624
RB-19465,"Rick Bensley",CA-2016-115917,1064.624
RB-19465,"Rick Bensley",CA-2016-115917,1064.624
RB-19465,"Rick Bensley",CA-2016-115917,1064.624
RB-19465,"Rick Bensley",CA-2016-115917,1064.624
RB-19465,"Rick Bensley",CA-2016-115917,1064.624
CB-12025,"Cassandra Brandow",CA-2015-146563,2645.021
CB-12025,"Cassandra Brandow",CA-2015-146563,2645.021
CB-12025,"Cassandra Brandow",CA-2015-146563,2645.021
CB-12025,"Cassandra Brandow",CA-2015-146563,2645.021
CB-12025,"Cassandra Brandow",CA-2015-146563,2645.021
CB-12025,"Cassandra Brandow",CA-2015-146563,2645.021
CB-12025,"Cassandra Brandow",CA-2015-146563,2645.021
CB-12025,"Cassandra Brandow",CA-2015-146563,2645.021
CB-12025,"Cassandra Brandow",CA-2015-146563,2645.021
CB-12025,"Cassandra Brandow",CA-2015-146563,2645.021
SP-20545,"Sibella Parks",CA-2016-123666,459.95
SP-20545,"Sibella Parks",CA-2016-123666,459.95
SP-20545,"Sibella Parks",CA-2016-123666,459.95
SP-20545,"Sibella Parks",CA-2016-123666,459.95
SP-20545,"Sibella Parks",CA-2016-123666,459.95
TH-21235,"Tiffany House",CA-2017-132682,490.39200000000005
TH-21235,"Tiffany House",CA-2017-132682,490.39200000000005
TH-21235,"Tiffany House",CA-2017-132682,490.39200000000005
TH-21235,"Tiffany House",CA-2017-132682,490.39200000000005
TH-21235,"Tiffany House",CA-2017-132682,490.39200000000005
TH-21235,"Tiffany House",CA-2017-132682,490.39200000000005
TH-21235,"Tiffany House",CA-2017-132682,490.39200000000005
RB-19570,"Rob Beeghly",CA-2017-130351,199.73000000000002
RB-19570,"Rob Beeghly",CA-2017-130351,199.73000000000002
RB-19570,"Rob Beeghly",CA-2017-130351,199.73000000000002
RB-19570,"Rob Beeghly",CA-2017-130351,199.73000000000002
GT-14635,"Grant Thornton",US-2017-168116,8167.419999999999
GT-14635,"Grant Thornton",US-2017-168116,8167.419999999999
GT-14635,"Grant Thornton",US-2017-168116,8167.419999999999
JO-15550,"Jesus Ocampo",CA-2015-119291,570.492
JO-15550,"Jesus Ocampo",CA-2015-119291,570.492
JO-15550,"Jesus Ocampo",CA-2015-119291,570.492
JO-15550,"Jesus Ocampo",CA-2015-119291,570.492
BN-11470,"Brad Norvell",CA-2014-138527,192.424
BN-11470,"Brad Norvell",CA-2014-138527,192.424
BN-11470,"Brad Norvell",CA-2014-138527,192.424
BN-11470,"Brad Norvell",CA-2014-138527,192.424
DP-13165,"David Philippe",CA-2014-112158,1050.6
DP-13165,"David Philippe",CA-2014-112158,1050.6
MP-17965,"Michael Paige",CA-2016-142335,1949.31
MP-17965,"Michael Paige",CA-2016-142335,1949.31
MP-17965,"Michael Paige",CA-2016-142335,1949.31
MP-17965,"Michael Paige",CA-2016-142335,1949.31
MP-17965,"Michael Paige",CA-2016-142335,1949.31
MP-17965,"Michael Paige",CA-2016-142335,1949.31
MP-17965,"Michael Paige",CA-2016-142335,1949.31
MP-17965,"Michael Paige",CA-2016-142335,1949.31
MP-17965,"Michael Paige",CA-2016-142335,1949.31
EG-13900,"Emily Grady",US-2016-150861,1165.3279999999997
EG-13900,"Emily Grady",US-2016-150861,1165.3279999999997
EG-13900,"Emily Grady",US-2016-150861,1165.3279999999997
EG-13900,"Emily Grady",US-2016-150861,1165.3279999999997
EG-13900,"Emily Grady",US-2016-150861,1165.3279999999997
DS-13030,"Darrin Sayre",CA-2017-131954,654.2420000000001
DS-13030,"Darrin Sayre",CA-2017-131954,654.2420000000001
DS-13030,"Darrin Sayre",CA-2017-131954,654.2420000000001
DS-13030,"Darrin Sayre",CA-2017-131954,654.2420000000001
MH-17785,"Maya Herman",CA-2014-124429,926.44
MH-17785,"Maya Herman",CA-2014-124429,926.44
MH-17785,"Maya Herman",CA-2014-124429,926.44
MH-17785,"Maya Herman",CA-2014-124429,926.44
MH-17785,"Maya Herman",CA-2014-124429,926.44
MH-17785,"Maya Herman",CA-2014-124429,926.44
CS-12250,"Chris Selesnick",CA-2014-162775,1287.26
CS-12250,"Chris Selesnick",CA-2014-162775,1287.26
CS-12250,"Chris Selesnick",CA-2014-162775,1287.26
CS-12250,"Chris Selesnick",CA-2014-162775,1287.26
CS-12250,"Chris Selesnick",CA-2014-162775,1287.26
CS-12250,"Chris Selesnick",CA-2014-162775,1287.26
CS-12250,"Chris Selesnick",CA-2014-162775,1287.26
CS-12250,"Chris Selesnick",CA-2014-162775,1287.26
CS-12250,"Chris Selesnick",CA-2014-162775,1287.26
CS-12250,"Chris Selesnick",CA-2014-162775,1287.26
LE-16810,"Laurel Elliston",CA-2016-157245,641.96
LE-16810,"Laurel Elliston",CA-2016-157245,641.96
LE-16810,"Laurel Elliston",CA-2016-157245,641.96
LE-16810,"Laurel Elliston",CA-2016-157245,641.96
LE-16810,"Laurel Elliston",CA-2016-157245,641.96
RA-19915,"Russell Applegate",CA-2014-134313,2027.144
RA-19915,"Russell Applegate",CA-2014-134313,2027.144
RA-19915,"Russell Applegate",CA-2014-134313,2027.144
RA-19915,"Russell Applegate",CA-2014-134313,2027.144
RA-19915,"Russell Applegate",CA-2014-134313,2027.144
RA-19915,"Russell Applegate",CA-2014-134313,2027.144
RA-19915,"Russell Applegate",CA-2014-134313,2027.144
RA-19915,"Russell Applegate",CA-2014-134313,2027.144
RA-19915,"Russell Applegate",CA-2014-134313,2027.144
PJ-19015,"Pauline Johnson",CA-2017-143686,1418.21
PJ-19015,"Pauline Johnson",CA-2017-143686,1418.21
PJ-19015,"Pauline Johnson",CA-2017-143686,1418.21
PJ-19015,"Pauline Johnson",CA-2017-143686,1418.21
PJ-19015,"Pauline Johnson",CA-2017-143686,1418.21
PJ-19015,"Pauline Johnson",CA-2017-143686,1418.21
CA-12775,"Cynthia Arntzen",CA-2014-140858,1639.711
CA-12775,"Cynthia Arntzen",CA-2014-140858,1639.711
CA-12775,"Cynthia Arntzen",CA-2014-140858,1639.711
CA-12775,"Cynthia Arntzen",CA-2014-140858,1639.711
CA-12775,"Cynthia Arntzen",CA-2014-140858,1639.711
CA-12775,"Cynthia Arntzen",CA-2014-140858,1639.711
PK-18910,"Paul Knutson",CA-2016-158099,1422.252
PK-18910,"Paul Knutson",CA-2016-158099,1422.252
SM-20005,"Sally Matthias",CA-2014-148488,106.344
SM-20005,"Sally Matthias",CA-2014-148488,106.344
SM-20005,"Sally Matthias",CA-2014-148488,106.344
HP-14815,"Harold Pawlan",CA-2017-111689,1311.372
HP-14815,"Harold Pawlan",CA-2017-111689,1311.372
HP-14815,"Harold Pawlan",CA-2017-111689,1311.372
HP-14815,"Harold Pawlan",CA-2017-111689,1311.372
HP-14815,"Harold Pawlan",CA-2017-111689,1311.372
HP-14815,"Harold Pawlan",CA-2017-111689,1311.372
HP-14815,"Harold Pawlan",CA-2017-111689,1311.372
BE-11335,"Bill Eplett",CA-2017-137596,3480.96
BE-11335,"Bill Eplett",CA-2017-137596,3480.96
BE-11335,"Bill Eplett",CA-2017-137596,3480.96
BE-11335,"Bill Eplett",CA-2017-137596,3480.96
BE-11335,"Bill Eplett",CA-2017-137596,3480.96
CG-12040,"Catherine Glotzbach",CA-2016-140081,492.966
CG-12040,"Catherine Glotzbach",CA-2016-140081,492.966
CG-12040,"Catherine Glotzbach",CA-2016-140081,492.966
CG-12040,"Catherine Glotzbach",CA-2016-140081,492.966
CG-12040,"Catherine Glotzbach",CA-2016-140081,492.966
RW-19630,"Rob Williams",CA-2016-142958,1114.272
RW-19630,"Rob Williams",CA-2016-142958,1114.272
RW-19630,"Rob Williams",CA-2016-142958,1114.272
RW-19630,"Rob Williams",CA-2016-142958,1114.272
RW-19630,"Rob Williams",CA-2016-142958,1114.272
