"Customer ID","Customer Name",TotalSales,SalesRank,DenseRank,RowNum
AJ-10795,"Anthony Johnson",26348.946000000018,198,198,198
FO-14305,"Frank Olsen",26228.379999999972,199,199,199
RD-19585,"Rob Dowd",26216.046000000013,200,200,200
SC-20260,"Scott Cohen",26108.55100000001,201,201,201
SR-20740,"Steven Roelle",26075.316,202,202,202
DS-13180,"David Smith",25936.315199999965,203,203,203
CT-11995,"Carol Triggs",25935.183999999997,204,204,204
HG-15025,"Hunter Glantz",25831.987999999983,205,205,205
LR-16915,"Lena Radford",25714.460000000006,206,206,206
LP-17095,"Liz Preis",25573.793,207,207,207
TH-21550,"Tracy Hopkins",25377.336,208,208,208
GH-14410,"Gary Hansen",25269.362999999998,209,209,209
MS-17770,"Maxwell Schwartz",25108.656000000017,210,210,210
JP-15520,"Jeremy Pistek",25010.608000000033,211,211,211
JC-15775,"John Castell",24948.49499999996,212,212,212
EB-13870,"Emily Burns",24904.97099999997,213,213,213
AG-10675,"Anna Gayman",24423.277200000004,214,214,214
FP-14320,"Frank Preis",24280.47599999999,215,215,215
CS-11950,"Carlos Soltero",24222.039999999964,216,216,216
BP-11095,"Bart Pistole",23995.400000000038,217,217,217
SP-20920,"Susan Pistek",23944.13399999997,218,218,218
LS-16975,"Lindsay Shagiari",23909.39200000001,219,219,219
FC-14245,"Frank Carlisle",23902.746000000003,220,220,220
RM-19675,"Robert Marley",23870.944000000003,221,221,221
CA-12265,"Christina Anderson",23834.584799999968,222,222,222
CK-12595,"Clytie Kelty",23727.500000000033,223,223,223
TM-21010,"Tamara Manning",23631.88799999996,224,224,224
LF-17185,"Luke Foster",23583.053999999975,225,225,225
KN-16390,"Katherine Nockton",23555.447999999993,226,226,226
GA-14515,"George Ashbrook",23518.65599999998,227,227,227
LT-17110,"Liz Thompson",23490.016000000014,228,228,228
BC-11125,"Becky Castell",23469.407999999978,229,229,229
DK-13375,"Dennis Kane",23229.402000000016,230,230,230
XP-21865,"Xylona Preis",23204.080000000027,231,231,231
CY-12745,"Craig Yedwab",23200.208,232,232,232
KH-16330,"Katharine Harms",23190.048000000003,233,233,233
SC-20695,"Steve Chapman",23187.672000000006,234,234,234
GB-14575,"Giulietta Baptist",22971.639999999967,235,235,235
CC-12430,"Chuck Clark",22960.39999999999,236,236,236
MC-17845,"Michael Chen",22834.283999999996,237,237,237
AS-10090,"Adam Shillingsburg",22787.170000000002,238,238,238
CA-11965,"Carol Adams",22738.336799999986,239,239,239
FM-14380,"Fred McMath",22709.39399999999,240,240,240
JK-15625,"Jim Karlsson",22560.167999999994,241,241,241
NZ-18565,"Nick Zandusky",22394.790000000037,242,242,242
BG-11035,"Barry Gonzalez",22391.584,243,243,243
TB-21625,"Trudy Brown",22381.343999999986,244,244,244
AA-10315,"Alex Avila",22254.239999999998,245,245,245
EM-14140,"Eugene Moren",22191.660000000007,246,246,246
MC-17425,"Mark Cousins",22160.689999999995,247,247,247
KW-16435,"Katrina Willman",22082.600000000006,248,248,248
TN-21040,"Tanja Norvell",21911.547000000017,249,249,249
ML-17395,"Marina Lichtenstein",21782.743999999948,250,250,250
JK-15370,"Jay Kimmel",21677.056,251,251,251
GM-14440,"Gary McGarr",21496.92000000001,252,252,252
JK-15205,"Jamie Kunitz",21390.850000000002,253,253,253
RB-19435,"Richard Bierner",21304.68800000001,254,254,254
AS-10045,"Aaron Smayling",21245.22400000001,255,255,255
AS-10225,"Alan Schoenberger",21244.999999999993,256,256,256
DW-13480,"Dianna Wilson",21027.39199999999,257,257,257
BE-11335,"Bill Eplett",21023.380000000023,258,258,258
ED-13885,"Emily Ducich",20909.52,259,259,259
RA-19285,"Ralph Arnett",20848.655999999988,260,260,260
LC-17140,"Logan Currie",20840.89599999998,261,261,261
LH-16900,"Lena Hernandez",20657.98799999999,262,262,262
DB-13120,"David Bremer",20522.025999999987,263,263,263
SW-20455,"Shaun Weien",20450.807999999994,264,264,264
BF-11020,"Barry Französisch",20060.501999999997,265,265,265
DJ-13510,"Don Jones",20013.504000000008,266,266,266
MC-18100,"Mick Crebagga",19970.819999999963,267,267,267
AW-10930,"Arthur Wiediger",19960.10799999997,268,268,268
GG-14650,"Greg Guthrie",19944.072000000007,269,269,269
RR-19525,"Rick Reed",19813.572000000004,270,270,270
BD-11605,"Brian Dahlen",19730.82599999997,271,271,271
DK-12895,"Dana Kaydos",19715.20000000002,272,272,272
MH-17455,"Mark Hamilton",19649.455999999984,273,273,273
DL-12925,"Daniel Lacy",19633.200000000008,274,274,274
TS-21610,"Troy Staebel",19613.188,275,275,275
NP-18670,"Nora Paige",19483.209999999995,276,276,276
JS-15880,"John Stevenson",19340.099999999988,277,277,277
AS-10285,"Alejandro Savely",19273.631999999998,278,278,278
BT-11680,"Brian Thompson",19180.51199999999,279,279,279
VP-21760,"Victoria Pisteka",19161.63600000001,280,280,280
OT-18730,"Olvera Toch",19093.119999999995,281,281,281
FM-14215,"Filia McAdams",18994.159999999978,282,282,282
CV-12805,"Cynthia Voltz",18962.508799999974,283,283,283
KB-16240,"Karen Bern",18915.68999999999,284,284,284
JM-15250,"Janet Martin",18872.243999999973,285,285,285
JL-15505,"Jeremy Lonsdale",18856.476,286,286,286
SN-20710,"Steve Nguyen",18767.755199999978,287,287,287
NH-18610,"Nicole Hansen",18713.030000000013,288,288,288
AG-10495,"Andrew Gjertsen",18709.431999999993,289,289,289
KH-16360,"Katherine Hughes",18603.672,290,290,290
EM-13825,"Elizabeth Moffitt",18594.863999999983,291,291,291
DK-13090,"Dave Kipp",18553.89899999998,292,292,292
GM-14455,"Gary Mitchum",18471.74400000001,293,293,293
MK-17905,"Michael Kennedy",18418.943999999963,294,294,294
KT-16465,"Kean Takahito",18342.6,295,295,295
SS-20410,"Shahid Shariari",18340.842000000015,296,296,296
SL-20155,"Sara Luxemburg",18318.071999999975,297,297,297
CA-12775,"Cynthia Arntzen",18249.39600000002,298,298,298
GM-14695,"Greg Maxwell",18149.897999999997,299,299,299
FA-14230,"Frank Atkinson",17904.324000000008,300,300,300
CC-12610,"Corey Catlett",17784.417,301,301,301
LC-16870,"Lena Cacioppo",17683.273999999987,302,302,302
DB-13210,"Dean Braden",17638.632,303,303,303
ES-14020,"Erica Smith",17552.28999999999,304,304,304
ML-17410,"Maris LaWare",17529.000000000015,305,305,305
SC-20230,"Scot Coram",17487.832000000006,306,306,306
RW-19690,"Robert Waldorf",17478.230000000003,307,307,307
PO-18865,"Patrick O'Donnell",17452.498,308,308,308
BS-11755,"Bruce Stewart",17446.44999999999,309,309,309
SH-20395,"Shahid Hopkins",17445.744000000002,310,310,310
RP-19855,"Roy Phan",17365.727999999996,311,311,311
ND-18460,"Neil Ducich",17360.730000000007,312,312,312
VM-21685,"Valerie Mitchum",17184.062000000005,313,313,313
LS-16945,"Linda Southworth",17071.61999999998,314,314,314
NM-18520,"Neoma Murray",16986.775999999998,315,315,315
BS-11380,"Bill Stewart",16895.649999999994,316,316,316
TS-21655,"Trudy Schmidt",16840.470000000012,317,317,317
PF-19165,"Philip Fox",16619.999999999996,318,318,318
MM-18055,"Michelle Moray",16499.286,319,319,319
PM-19135,"Peter McVee",16462.648000000005,320,320,320
LL-16840,"Lauren Leatherbury",16447.224000000013,321,321,321
DV-13465,"Dianna Vittorini",16429.934999999998,322,322,322
RF-19735,"Roland Fjeld",16389.071999999996,323,323,323
JL-15850,"John Lucas",16351.536,324,324,324
MC-17275,"Marc Crier",16338.215999999993,325,325,325
SR-20425,"Sharelle Roach",16167.404999999995,326,326,326
JB-15400,"Jennifer Braxton",16124.444999999987,327,327,327
RS-19420,"Ricardo Sperren",16106.45000000001,328,328,328
MP-17470,"Mark Packer",16030.659999999993,329,329,329
DG-13300,"Deirdre Greer",15979.089999999998,330,330,330
CM-12715,"Craig Molinari",15937.809599999997,331,331,331
PG-18895,"Paul Gonzalez",15897.311999999987,332,332,332
CC-12670,"Craig Carreira",15887.910499999996,333,333,333
GM-14680,"Greg Matthias",15818.140000000007,334,334,334
MC-17605,"Matt Connell",15807.344,335,335,335
NB-18655,"Nona Balk",15780.792000000003,336,336,336
GH-14425,"Gary Hwang",15702.968000000004,337,337,337
MY-17380,"Maribeth Yedwab",15698.284000000009,338,338,338
KC-16540,"Kelly Collister",15633.048000000003,339,339,339
SO-20335,"Sean O'Donnell",15615.452999999992,340,340,340
SG-20605,"Speros Goranitis",15584.880000000005,341,341,341
SU-20665,"Stephanie Ulpright",15572.184000000005,342,342,342
HA-14920,"Helen Andreada",15504.947999999993,343,343,343
MZ-17515,"Mary Zewe",15389.436000000003,344,344,344
EB-14110,"Eugene Barchas",15355.629999999996,345,345,345
GW-14605,"Giulietta Weimer",15323.133000000003,346,346,346
TG-21310,"Toby Gnade",15291.859999999995,347,347,347
SV-20935,"Susan Vittorini",15227.928000000007,348,348,348
DB-12910,"Daniel Byrd",15201.192999999992,349,349,349
HF-14995,"Herbert Flentye",15198.984000000011,350,350,350
DP-13105,"Dave Poirier",15154.230000000009,351,351,351
JS-16030,"Joy Smith",15098.964000000004,352,352,352
KN-16705,"Kristina Nunn",15036.210000000001,353,353,353
CC-12475,"Cindy Chapman",14934.942000000003,354,354,354
MH-18025,"Michelle Huthwaite",14924.739999999998,355,355,355
CC-12145,"Charles Crestani",14829.900000000005,356,356,356
MN-17935,"Michael Nguyen",14814.252,357,357,357
BS-11590,"Brendan Sweed",14729.567999999981,358,358,358
MA-17995,"Michelle Arnett",14719.704000000003,359,359,359
CK-12325,"Christine Kargatis",14698.029999999997,360,360,360
ML-17755,"Max Ludwig",14503.397999999996,361,361,361
RH-19495,"Rick Hansen",14485.504000000003,362,362,362
MT-17815,"Meg Tillman",14450.695,363,363,363
PV-18985,"Paul Van Hugh",14380.229999999989,364,364,364
TB-21175,"Thomas Boland",14316.096,365,365,365
BP-11290,"Beth Paige",14302.781999999997,366,366,366
MB-17305,"Maria Bertelson",14273.260000000028,367,367,367
CK-12760,"Cyma Kinney",14238.980999999989,368,368,368
JF-15415,"Jennifer Ferguson",14228.687999999998,369,369,369
RD-19720,"Roger Demir",14197.369999999979,370,370,370
MC-17590,"Matt Collister",14175.041999999994,371,371,371
CV-12295,"Christina VanderZanden",14153.140000000001,372,372,372
KB-16315,"Karl Braun",14125.176000000012,373,373,373
ON-18715,"Odella Nelson",14107.679999999991,374,374,374
RD-19660,"Robert Dilbeck",13933.160000000007,375,375,375
HP-14815,"Harold Pawlan",13932.198000000004,376,376,376
JF-15190,"Jamie Frazer",13677.515999999994,377,377,377
JP-16135,"Julie Prescott",13661.680000000011,378,378,378
TS-21505,"Tony Sayre",13459.643999999995,379,379,379
SC-20020,"Sam Craven",13451.8544,380,380,380
ME-17725,"Max Engle",13359.1724,381,381,381
NC-18415,"Nathan Cano",13313.940000000006,382,382,382
EJ-14155,"Eva Jacobs",13283.455000000004,383,383,383
MH-17785,"Maya Herman",13222.668000000003,384,384,384
SG-20470,"Sheri Gordon",13193.585999999985,385,385,385
EB-13840,"Ellis Ballard",13033.524,386,386,386
KE-16420,"Katrina Edelman",13013.465600000007,387,387,387
CB-12415,"Christy Brittain",12993.820000000012,388,388,388
LC-16960,"Lindsay Castell",12986.504000000003,389,389,389
HA-14905,"Helen Abelman",12979.800000000008,390,390,390
BO-11350,"Bill Overfelt",12930.399999999998,391,391,391
TD-20995,"Tamara Dahlen",12910.93200000001,392,392,392
AJ-10945,"Ashley Jarboe",12874.679999999995,393,393,393
DN-13690,"Duane Noonan",12838.739999999993,394,394,394
EM-13810,"Eleni McCrary",12835.05,395,395,395
AG-10270,"Alejandro Grove",12826.289999999997,396,396,396
KM-16225,"Kalyca Meade",12805.488000000007,397,397,397
SP-20650,"Stephanie Phelps",12788.127999999986,398,398,398
CM-12160,"Charles McCrossin",12666.57,399,399,399
AF-10870,"Art Ferguson",12317.447999999991,400,400,400
NC-18340,"Nat Carroll",12307.019999999995,401,401,401
NF-18595,"Nicole Fjeld",12188.83200000001,402,402,402
AH-10120,"Adrian Hane",12148.597999999998,403,403,403
TH-21100,"Thea Hendricks",12114.120000000004,404,404,404
VB-21745,"Victoria Brennan",12033.576000000001,405,405,405
DB-13615,"Doug Bickford",11934.300000000001,406,406,406
TH-21115,"Thea Hudgings",11771.087999999996,407,407,407
CL-12700,"Craig Leslie",11767.929999999998,408,408,408
JF-15355,"Jay Fein",11471.064,409,409,409
AP-10720,"Anne Pryor",11469.878000000006,410,410,410
CM-12235,"Chris McAfee",11435.860000000002,411,411,411
CC-12685,"Craig Carroll",11416.460000000006,412,412,412
BE-11410,"Bobby Elias",11307.190000000006,413,413,413
GM-14500,"Gene McClure",11301.138000000004,414,414,414
SC-20440,"Shaun Chance",11249.987999999994,415,415,415
BG-11695,"Brooke Gillingham",11245.032000000005,416,416,416
JK-16090,"Juliana Krohn",11243.003999999999,417,417,417
LW-16825,"Laurel Workman",11190.304999999997,418,418,418
AR-10405,"Allen Rosenblatt",11180.640000000014,419,419,419
SN-20560,"Skye Norling",11162.508000000002,420,420,420
JL-15235,"Janet Lee",11018.500000000004,421,421,421
JR-16210,"Justin Ritter",11008.430000000002,422,422,422
TB-21280,"Toby Braunhardt",10992.249999999998,423,423,423
JG-15310,"Jason Gross",10988.980000000001,424,424,424
PJ-19015,"Pauline Johnson",10945.403999999997,425,425,425
BT-11395,"Bill Tyler",10910.970000000003,426,426,426
PS-18760,"Pamela Stobb",10907.395,427,427,427
KN-16450,"Kean Nguyen",10859.810000000001,428,428,428
GB-14530,"George Bell",10851.840000000007,429,429,429
JF-15490,"Jeremy Farry",10829.180000000008,430,430,430
MV-17485,"Mark Van Huff",10796.87,431,431,431
JD-15790,"John Dryer",10761.759999999998,432,432,432
BT-11530,"Bradley Talbott",10737.967999999999,433,433,433
BM-11785,"Bryan Mills",10687.168000000005,434,434,434
KC-16255,"Karen Carlisle",10519.170000000004,435,435,435
MW-18235,"Mitch Willingham",10507.752,436,436,436
AH-10030,"Aaron Hawkins",10468.200000000004,437,437,437
MV-18190,"Mike Vittorini",10407.444000000001,438,438,438
BE-11455,"Brad Eason",10365.911999999998,439,439,439
SS-20140,"Saphhira Shifley",10316.383999999996,440,440,440
TS-21430,"Tom Stivers",10270.699999999992,441,441,441
BT-11305,"Beth Thompson",10270.624,442,442,442
PN-18775,"Parhena Norris",10270.063999999998,443,443,443
PS-18970,"Paul Stevenson",10229.112000000014,444,444,444
SG-20080,"Sandra Glassco",10219.743,445,445,445
PB-19150,"Philip Brown",10198.65,446,446,446
DL-13315,"Delfina Latchford",10122.461999999989,447,447,447
AC-10615,"Ann Chong",9999.02399999999,448,448,448
MB-18085,"Mick Brown",9997.617000000013,449,449,449
TT-21220,"Thomas Thornton",9989.307999999999,450,450,450
LH-17155,"Logan Haushalter",9961.829999999987,451,451,451
BS-11665,"Brian Stugart",9864.330000000004,452,452,452
SW-20275,"Scott Williamson",9833.250000000002,453,453,453
PJ-18835,"Patrick Jones",9760.719999999998,454,454,454
GA-14725,"Guy Armstrong",9755.65999999998,455,455,455
LW-16990,"Lindsay Williams",9690.923999999997,456,456,456
MS-17710,"Maurice Satty",9680.412000000002,457,457,457
AH-10465,"Amy Hunt",9625.726400000001,458,458,458
JO-15280,"Jas O'Carroll",9557.760000000006,459,459,459
MH-17290,"Marc Harrigan",9526.924000000003,460,460,460
AA-10375,"Allen Armold",9507.509999999982,461,461,461
KD-16345,"Katherine Ducich",9444.82,462,462,462
TB-21250,"Tim Brockman",9417.552000000009,463,463,463
TS-21160,"Theresa Swint",9409.464000000007,464,464,464
MG-17680,"Maureen Gastineau",9400.752000000004,465,465,465
NG-18355,"Nat Gilpin",9347.900000000001,466,466,466
CD-12790,"Cynthia Delaney",9303.660000000007,467,467,467
DM-12955,"Dario Medina",9254.237999999992,468,468,468
BD-11620,"Brian DeCherney",9228.660000000002,469,469,469
PR-18880,"Patrick Ryan",9200.890000000014,470,470,470
EG-13900,"Emily Grady",9160.099999999997,471,471,471
BD-11725,"Bruce Degenhardt",9158.999999999998,472,472,472
LR-17035,"Lisa Ryan",9156.93,473,473,473
KA-16525,"Kelly Andreada",9117.035999999991,474,474,474
NC-18625,"Noah Childs",9108.710000000003,475,475,475
RD-19810,"Ross DeVincentis",9100.927999999996,476,476,476
