"Order ID","Customer ID","Customer Name",OrderSales
CA-2016-128867,CL-12565,"Clay Ludtke",1135.2
CA-2014-115259,RC-19960,"Ryan Crowe",1195.5359999999998
CA-2015-110457,DK-13090,"Dave Kipp",5512.709999999999
US-2015-136476,GG-14650,"Greg Guthrie",1420.1460000000002
CA-2016-103730,SC-20725,"Steven Cartwright",4387.5
US-2014-152030,AD-10180,"Alan Dominguez",4203.906
US-2014-134614,PF-19165,"Philip Fox",3706.2
US-2017-107272,TS-21610,"Troy Staebel",1724.6599999999999
US-2016-125969,LS-16975,"Lindsay Shagiari",2559.872
US-2017-164147,DW-13585,"Dorothy Wardle",1118.1099999999994
CA-2016-145583,LC-16885,"Lena Creighton",2818.155999999999
CA-2016-110366,JD-15895,"Jonathan Doherty",662.4
CA-2017-106180,SH-19975,"Sally Hughsby",1797.1800000000003
CA-2017-155376,SG-20080,"Sandra Glassco",2518.29
CA-2015-110744,HA-14920,"Helen Andreada",4031.5799999999995
CA-2014-110072,MG-17680,"Maureen Gastineau",375.552
CA-2016-114489,JE-16165,"Justin Ellison",7973.43
CA-2016-158834,TW-21025,"Tamara Willingham",2166.624
CA-2015-124919,SP-20650,"Stephanie Phelps",1958.2400000000007
CA-2014-104269,DB-13060,"Dave Brooks",3202.9760000000006
CA-2016-114104,NP-18670,"Nora Paige",4797.75
CA-2015-119697,EM-13960,"Eric Murdock",271.92
CA-2016-154508,RD-19900,"Ruben Dartt",255.60000000000002
CA-2014-139892,BM-11140,"Becky Martin",42159.58400000001
CA-2014-118962,CS-12130,"Chad Sievert",1888.176
US-2014-100853,JB-15400,"Jennifer Braxton",653.4719999999998
US-2017-152366,SJ-20500,"Shirley Jackson",389.056
US-2015-101511,JE-15745,"Joel Eaton",4952.184000000002
CA-2014-166191,DK-13150,"David Kendrick",867.1200000000001
CA-2014-158274,RM-19675,"Robert Marley",2731.6399999999994
CA-2014-123260,FM-14290,"Frank Merwin",1414.3999999999999
CA-2015-102281,MP-17470,"Mark Packer",8344.94
CA-2017-107720,VM-21685,"Valerie Mitchum",323.82
CA-2014-133690,BS-11755,"Bruce Stewart",1549.4499999999994
US-2017-116701,LC-17140,"Logan Currie",530.272
CA-2017-126382,HK-14890,"Heather Kirkland",281.344
CA-2017-108329,LE-16810,"Laurel Elliston",2223.8399999999997
CA-2017-135860,JH-15985,"Joseph Holt",1880.5000000000002
CA-2015-146262,VW-21775,"Victoria Wilson",16350.264000000005
CA-2016-130162,JH-15910,"Jonathan Howell",2768.0520000000006
CA-2015-169397,JB-15925,"Joni Blumstein",1883.7719999999997
CA-2015-163055,DS-13180,"David Smith",5819.6699999999955
US-2015-145436,VD-21670,"Valerie Dominguez",3307.584
US-2017-100930,CS-12400,"Christopher Schild",13886.804000000007
CA-2016-157749,KL-16645,"Ken Lonsdale",5423.592000000004
CA-2014-131926,DW-13480,"Dianna Wilson",14982.519999999995
CA-2016-154739,LH-17155,"Logan Haushalter",1929.408
CA-2016-145625,KC-16540,"Kelly Collister",13419.919999999998
CA-2016-146941,DL-13315,"Delfina Latchford",3097.5000000000005
US-2015-159982,DR-12880,"Dan Reichenbach",4997.692000000001
CA-2017-163139,CC-12670,"Craig Carreira",1816.0799999999997
US-2014-106992,SB-20290,"Sean Braxton",39059.579999999994
CA-2016-125318,RC-19825,"Roy Collins",1969.3439999999998
CA-2015-155040,AH-10210,"Alan Hwang",719.0999999999999
US-2017-145366,CA-12310,"Christine Abelman",379.136
CA-2017-163979,KH-16690,"Kristen Hastings",4355.04
CA-2015-155334,HA-14920,"Helen Andreada",1356.7800000000004
CA-2017-132976,AG-10495,"Andrew Gjertsen",769.6000000000003
US-2015-161991,SC-20725,"Steven Cartwright",10048.32
CA-2015-130890,JO-15280,"Jas O'Carroll",5194.2
CA-2015-130883,TB-21520,"Tracy Blumstein",3713.975999999999
CA-2016-112697,AH-10195,"Alan Haines",5640.263999999999
CA-2016-110772,NZ-18565,"Nick Zandusky",3424.913999999998
CA-2014-111451,KL-16555,"Kelly Lampkin",6842.175999999999
CA-2016-142545,JD-15895,"Jonathan Doherty",1449.5199999999993
US-2017-152380,JH-15910,"Jonathan Howell",1533.525
CA-2014-111003,CR-12625,"Corey Roper",1004.04
CA-2016-142902,BP-11185,"Ben Peterman",4027.2000000000007
CA-2014-120887,TS-21205,"Thomas Seio",612.78
CA-2014-167850,AG-10525,"Andy Gerbode",775.744
CA-2014-164259,SP-20860,"Sung Pak",793.0879999999999
CA-2014-164973,NM-18445,"Nathan Mautz",28844.23199999999
CA-2016-162138,GK-14620,"Grace Kelly",2460.5699999999993
US-2016-141544,PO-18850,"Patrick O'Brill",12698.699999999993
US-2016-150147,JL-15850,"John Lucas",650.52
CA-2015-137946,DB-13615,"Doug Bickford",5874.6240000000025
CA-2014-129924,AC-10420,"Alyssa Crouse",2118.192
CA-2014-122336,JD-15895,"Jonathan Doherty",4470.544000000003
US-2015-120712,CS-12130,"Chad Sievert",355.2
CA-2017-134306,TD-20995,"Tamara Dahlen",405.7199999999998
CA-2016-129714,AB-10060,"Adam Bellavance",31070.801999999996
CA-2016-138520,JL-15505,"Jeremy Lonsdale",2690.424000000002
CA-2016-130001,HK-14890,"Heather Kirkland",289.92
CA-2017-155698,VB-21745,"Victoria Brennan",4011.2399999999993
CA-2017-144904,KW-16435,"Katrina Willman",2810.129999999999
CA-2014-123344,JD-16060,"Julia Dunbar",635.88
CA-2016-155516,MK-17905,"Michael Kennedy",9434.160000000002
CA-2017-104745,GT-14755,"Guy Thornton",317.376
US-2014-119137,AG-10900,"Arthur Gainer",15203.760000000006
US-2016-134656,MM-18280,"Muhammed MacIntyre",693.9519999999999
US-2017-134481,AR-10405,"Allen Rosenblatt",7442.12
CA-2015-130792,RA-19915,"Russell Applegate",292.35599999999994
CA-2016-134775,AS-10285,"Alejandro Savely",602.9760000000001
CA-2015-125395,LA-16780,"Laura Armstrong",460.8999999999999
US-2015-168935,DO-13435,"Denny Ordway",3216.0345000000007
CA-2015-122756,DK-13225,"Dean Katz",3397.1000000000004
CA-2017-101798,MV-18190,"Mike Vittorini",380.04
US-2014-135972,JG-15115,"Jack Garza",6139.062
CA-2017-165603,SS-20140,"Saphhira Shifley",503.3599999999998
CA-2015-122259,HP-14815,"Harold Pawlan",490.84000000000003
CA-2016-108987,AG-10675,"Anna Gayman",18346.563199999986
CA-2014-155208,SP-20650,"Stephanie Phelps",312.576
CA-2017-117933,RF-19840,"Roy Französisch",251.36999999999998
CA-2017-117457,KH-16510,"Keith Herrera",27688.54899999999
CA-2017-142636,KC-16675,"Kimberly Carter",1787.984
CA-2017-122105,CJ-12010,"Caroline Jumper",767.3599999999999
CA-2016-148796,PB-19150,"Philip Brown",2686.6000000000004
CA-2014-142048,JE-15745,"Joel Eaton",2361.024
CA-2017-125388,MP-17965,"Michael Paige",803.3400000000004
CA-2017-155705,NF-18385,"Natalie Fritzler",6064.799999999999
CA-2017-149160,JM-15265,"Janet Molinari",1581.6000000000001
CA-2014-101476,SD-20485,"Shirley Daniels",629.91
US-2016-123750,RB-19795,"Ross Baird",6265.420000000001
CA-2016-127369,DB-13060,"Dave Brooks",5000.1
US-2014-150574,MK-18160,"Mike Kennedy",757.836
CA-2016-147375,PO-19180,"Philisse Overcash",9250.269
CA-2017-130043,BB-11545,"Brenda Bowman",286.84800000000007
CA-2017-157252,CV-12805,"Cynthia Voltz",1662.768
CA-2016-115756,PK-19075,"Pete Kriz",5430.999999999999
CA-2016-166674,RB-19360,"Raymond Buch",3364.680000000001
CA-2017-147277,EB-13705,"Ed Braxton",8547.948000000002
CA-2016-100153,KH-16630,"Ken Heidel",574.9200000000001
US-2014-110674,SC-20095,"Sanjit Chand",1036.544
US-2016-157945,NF-18385,"Natalie Fritzler",5295.401999999999
CA-2015-109638,JH-15985,"Joseph Holt",5275.709999999999
CA-2016-109869,TN-21040,"Tanja Norvell",11118.261000000013
US-2015-101399,JS-15940,"Joni Sundaresam",1273.72
CA-2017-154907,DS-13180,"David Smith",1847.9951999999996
CA-2015-154144,MH-17785,"Maya Herman",332.88
CA-2014-144666,JP-15520,"Jeremy Pistek",10184.468000000006
CA-2016-103891,KH-16690,"Kristen Hastings",574.5600000000001
CA-2016-152632,JE-15475,"Jeremy Ellison",241.2
CA-2016-100790,JG-15805,"John Grady",4313.7
CA-2014-127691,EM-14065,"Erin Mull",497.81999999999994
CA-2017-140963,MT-18070,"Michelle Tran",3294.9
CA-2014-154627,SA-20830,"Sue Ann Reed",24623.568000000007
CA-2014-133753,CW-11905,"Carl Weiss",854.0639999999999
CA-2014-113362,AJ-10960,"Astrea Jones",1380.6599999999996
CA-2016-169166,SS-20590,"Sonia Sunley",469.90000000000003
US-2016-120929,RO-19780,"Rose O'Brian",1329.1740000000002
CA-2015-134782,MD-17350,"Maribeth Dona",737.9399999999999
CA-2016-126158,SC-20095,"Sanjit Chand",5489.952000000004
US-2016-105578,MY-17380,"Maribeth Yedwab",6120.1560000000045
CA-2015-145352,CM-12385,"Christopher Martinez",25651.08
CA-2017-135307,LS-17245,"Lynn Smith",986.0399999999997
CA-2017-127432,AD-10180,"Alan Dominguez",29325.660000000003
CA-2015-157812,DB-13210,"Dean Braden",1296.5760000000007
CA-2017-145142,MC-17605,"Matt Connell",1476.86
US-2016-139486,LH-17155,"Logan Haushalter",728.616
CA-2017-113558,PH-18790,"Patricia Hirasaki",729.648
US-2015-138303,MG-18145,"Mike Gockenbach",2265.288000000001
CA-2015-102848,KB-16240,"Karen Bern",1144.32
CA-2016-168753,RL-19615,"Rob Lucas",5013.5
US-2017-122637,EP-13915,"Emily Phan",639.2399999999999
CA-2015-134894,DK-12985,"Darren Koutras",2184.3
CA-2014-140795,BD-11500,"Bradley Drucker",2813.4
CA-2016-136924,ES-14080,"Erin Smith",3046.912
US-2015-120161,LM-17065,"Liz MacKendrick",3233.8799999999997
CA-2014-103849,PG-18895,"Paul Gonzalez",1800.1280000000006
CA-2015-113173,DK-13225,"Dean Katz",1892.4920000000002
CA-2016-136406,BD-11320,"Bill Donatelli",11215.679999999998
CA-2017-100650,DK-13225,"Dean Katz",9070.46
CA-2016-113243,OT-18730,"Olvera Toch",6943.899999999999
CA-2017-118731,LP-17080,"Liz Pelletier",379.96799999999996
CA-2017-137099,FP-14320,"Frank Preis",2246.256
CA-2017-156951,EB-13840,"Ellis Ballard",1930.5600000000002
CA-2017-164826,JF-15415,"Jennifer Ferguson",807.1440000000001
CA-2015-149713,TG-21640,"Trudy Glocke",751.7599999999996
CA-2017-118640,CS-11950,"Carlos Soltero",557.696
CA-2015-132906,CC-12145,"Charles Crestani",309.12
CA-2017-145233,DV-13465,"Dianna Vittorini",5101.315
CA-2015-128139,BD-11725,"Bruce Degenhardt",2195.46
US-2016-156986,ZC-21910,"Zuschuss Carroll",1459.798999999999
CA-2014-131450,LR-16915,"Lena Radford",10249.080000000002
US-2016-100720,CK-12205,"Chloris Kastensmidt",7086.1780000000035
CA-2014-149958,AS-10240,"Alan Shonely",2224.6920000000014
US-2014-105767,AR-10510,"Andrew Roberts",398.18999999999994
CA-2016-161816,NB-18655,"Nona Balk",3082.304
CA-2016-121223,GD-14590,"Giulietta Dortch",2949.576
CA-2017-138611,CK-12595,"Clytie Kelty",1235.8799999999994
CA-2017-117947,NG-18355,"Nat Gilpin",1418.8699999999997
CA-2015-138009,SF-20965,"Sylvia Foulston",13882.229999999994
CA-2017-153787,AT-10735,"Annie Thurman",874.4399999999998
US-2016-135720,FM-14380,"Fred McMath",5975.568000000001
CA-2017-144694,BD-11605,"Brian Dahlen",1522.944
CA-2015-168004,DJ-13420,"Denny Joy",1178.82
US-2016-123470,ME-17725,"Max Engle",988.4699999999999
CA-2016-115917,RB-19465,"Rick Bensley",11710.864000000012
CA-2017-167913,JL-15835,"John Lee",3209.8500000000004
CA-2017-106103,SC-20305,"Sean Christensen",927.64
CA-2017-126221,CC-12430,"Chuck Clark",1674.3999999999999
CA-2016-103947,BB-10990,"Barry Blumstein",308.52
CA-2016-160745,AR-10825,"Anthony Rawles",5065.407999999999
CA-2016-132661,SR-20740,"Steven Roelle",2276.4
CA-2017-140844,AR-10405,"Allen Rosenblatt",1004.7
CA-2016-137239,CR-12730,"Craig Reiter",753.4739999999999
US-2016-156097,EH-14125,"Eugene Hildebrand",7036.800000000001
CA-2015-146563,CB-12025,"Cassandra Brandow",26450.209999999985
CA-2016-123666,SP-20545,"Sibella Parks",2299.75
CA-2017-132682,TH-21235,"Tiffany House",3432.744
CA-2014-156314,RP-19390,"Resi Pölking",273.24000000000007
US-2017-106663,MO-17800,"Meg O'Connel",797.406
CA-2017-130351,RB-19570,"Rob Beeghly",798.9199999999998
US-2017-119438,CD-11980,"Carol Darley",592.044
CA-2016-164511,DJ-13630,"Doug Jacobs",295.82399999999996
US-2017-168116,GT-14635,"Grant Thornton",24502.259999999995
CA-2014-157784,MC-17845,"Michael Chen",3084.1800000000003
CA-2017-161480,RA-19285,"Ralph Arnett",1535.8719999999998
US-2014-117135,NP-18325,"Naresj Patel",2128.35
CA-2015-131534,AB-10165,"Alan Barnes",1397.4800000000007
CA-2015-119291,JO-15550,"Jesus Ocampo",2281.9680000000008
CA-2016-163755,AS-10285,"Alejandro Savely",1259.2800000000002
CA-2015-142027,JK-15370,"Jay Kimmel",2959.2959999999994
CA-2014-138527,BN-11470,"Brad Norvell",769.6960000000001
CA-2014-112158,DP-13165,"David Philippe",2101.1999999999994
CA-2014-113887,TH-21550,"Tracy Hopkins",332.88
US-2017-100048,RS-19765,"Roland Schwarz",6225.030000000002
CA-2017-108910,KC-16540,"Kelly Collister",412.224
CA-2014-104472,CK-12325,"Christine Kargatis",665.6399999999999
CA-2016-112942,RD-19810,"Ross DeVincentis",1174.5599999999997
CA-2016-142335,MP-17965,"Michael Paige",17543.790000000005
CA-2014-117429,MR-17545,"Mathew Reese",519.68
CA-2016-114713,SC-20695,"Steve Chapman",410.25600000000003
CA-2017-144113,JF-15355,"Jay Fein",441.36000000000007
US-2016-150861,EG-13900,"Emily Grady",5826.64
CA-2017-131954,DS-13030,"Darrin Sayre",2616.968
CA-2014-132500,GZ-14470,"Gary Zandusky",399.84000000000003
CA-2014-112326,PO-19195,"Phillina Ober",1440.2999999999997
US-2016-146710,SS-20875,"Sung Shariari",280.72000000000014
CA-2014-124429,MH-17785,"Maya Herman",5558.6399999999985
CA-2017-126074,RF-19735,"Roland Fjeld",1929.5500000000009
CA-2016-110499,YC-21895,"Yoseph Carroll",5999.880000000001
CA-2015-135272,MS-17830,"Melanie Seite",319.68
CA-2016-140928,NB-18655,"Nona Balk",3067.5040000000004
CA-2014-106803,DC-13285,"Debra Catini",721.8
CA-2015-112319,AR-10510,"Andrew Roberts",291.6
CA-2015-114923,LH-17020,"Lisa Hazard",431.928
CA-2014-162775,CS-12250,"Chris Selesnick",12872.600000000002
CA-2014-106810,AJ-10795,"Anthony Johnson",1865.2800000000002
CA-2016-157245,LE-16810,"Laurel Elliston",3209.8
CA-2017-104220,BV-11245,"Benjamin Venier",1701.0999999999992
CA-2015-144267,NZ-18565,"Nick Zandusky",5689.331999999994
US-2015-157014,BM-11785,"Bryan Mills",1116.352
CA-2015-154921,EA-14035,"Erin Ashbrook",2240.28
CA-2015-154620,LT-17110,"Liz Thompson",2791.4239999999995
CA-2015-115938,SA-20830,"Sue Ann Reed",4818.24
CA-2016-105256,JK-15730,"Joe Kamberova",12275.64
CA-2015-124653,DB-13120,"David Bremer",1171.1699999999998
CA-2015-101910,CD-11920,"Carlos Daly",1135.68
CA-2017-105809,HW-14935,"Helen Wasserman",1667.386
CA-2016-136133,HW-14935,"Helen Wasserman",2487.2400000000002
CA-2014-134313,RA-19915,"Russell Applegate",18244.296000000002
CA-2015-140921,AA-10375,"Allen Armold",1605.3300000000002
CA-2014-151995,ZC-21910,"Zuschuss Carroll",17047.469999999983
CA-2017-143686,PJ-19015,"Pauline Johnson",8509.26
CA-2015-106565,BW-11110,"Bart Watters",362.8800000000001
CA-2014-140858,CA-12775,"Cynthia Arntzen",9838.266000000003
CA-2017-101434,TR-21325,"Toby Ritter",1248.9499999999996
US-2014-102071,PG-18820,"Patrick Gardner",2593.4699999999993
CA-2017-126956,GT-14710,"Greg Tran",700.1599999999999
CA-2017-129462,JE-15745,"Joel Eaton",8887.07999999999
CA-2016-165316,JB-15400,"Jennifer Braxton",2919.4829999999997
CA-2015-100454,BM-11650,"Brian Moss",2580.1799999999994
CA-2016-161669,EM-14095,"Eudokia Martin",361.58400000000006
CA-2015-114300,AF-10885,"Art Foster",1486.64
CA-2014-107755,CK-12760,"Cyma Kinney",1038.24
CA-2016-152534,DP-13105,"Dave Poirier",308.28
CA-2016-113747,VD-21670,"Valerie Dominguez",1115.28
CA-2016-123274,GT-14710,"Greg Tran",2299.2000000000003
CA-2014-125612,BK-11260,"Berenike Kampe",818.1
CA-2016-134474,AJ-10795,"Anthony Johnson",1535.4240000000002
CA-2014-149020,AJ-10780,"Anthony Jacobs",383.81
CA-2016-158099,PK-18910,"Paul Knutson",2844.5040000000004
CA-2015-131128,TB-21520,"Tracy Blumstein",309.96
CA-2014-148488,SM-20005,"Sally Matthias",319.032
CA-2017-114636,GA-14725,"Guy Armstrong",1921.6000000000004
CA-2016-116736,CC-12430,"Chuck Clark",5796.4
CA-2017-111689,HP-14815,"Harold Pawlan",9179.604
CA-2017-115364,OT-18730,"Olvera Toch",418.8
CA-2014-104976,CK-12760,"Cyma Kinney",312.12
CA-2017-132934,JE-15475,"Jeremy Ellison",1207.5719999999997
CA-2017-133256,TH-21550,"Tracy Hopkins",3359.04
CA-2016-105494,PC-18745,"Pamela Coakley",903.3120000000001
CA-2014-144407,MS-17365,"Maribeth Schnelling",1036
CA-2017-160983,GB-14530,"George Bell",375.67999999999995
CA-2017-150959,TD-20995,"Tamara Dahlen",258.9840000000001
CA-2017-132353,DB-13060,"Dave Brooks",2267.8320000000003
CA-2016-130477,LC-17140,"Logan Currie",783.6800000000003
CA-2017-143259,PO-18865,"Patrick O'Donnell",3267.893999999998
CA-2017-137596,BE-11335,"Bill Eplett",17404.800000000003
CA-2017-102519,BM-11650,"Brian Moss",1906.7
US-2014-141215,KL-16555,"Kelly Lampkin",7251.4400000000005
CA-2016-165218,RW-19630,"Rob Williams",1461.0959999999998
CA-2015-111164,SE-20110,"Sanjit Engle",5651.030000000001
CA-2016-149797,AH-10075,"Adam Hart",8415.68
CA-2014-132962,JM-15535,"Jessica Myrick",1337.76
CA-2017-144932,AB-10165,"Alan Barnes",828.2399999999997
CA-2016-140081,CG-12040,"Catherine Glotzbach",2464.83
US-2017-111745,RA-19885,"Ruben Ausman",1119.93
CA-2015-148250,RP-19270,"Rachel Payne",589.76
CA-2016-142958,RW-19630,"Rob Williams",10028.448
CA-2015-120880,JL-15850,"John Lucas",4444.380000000002
US-2015-140200,CA-12775,"Cynthia Arntzen",2358.9900000000002
US-2017-110576,RB-19795,"Ross Baird",25409.552000000003
CA-2017-119305,SW-20275,"Scott Williamson",869
CA-2017-102414,JA-15970,"Joseph Airdo",274.752
CA-2015-112571,DL-12925,"Daniel Lacy",1227.6
CA-2017-152142,LW-16990,"Lindsay Williams",964.704
CA-2017-135279,BS-11800,"Bryan Spruell",1521.6
CA-2014-115791,DL-13315,"Delfina Latchford",2099.7479999999996
US-2017-103247,PO-19195,"Phillina Ober",1183.61
CA-2017-159366,BW-11110,"Bart Watters",21419.874
CA-2015-157035,KB-16600,"Ken Brennan",238.14000000000004
CA-2016-144939,EB-13870,"Emily Burns",5393.628000000001
CA-2014-163419,TZ-21580,"Tracy Zic",4669.184
CA-2017-100314,AS-10630,"Ann Steele",2607.1220000000003
CA-2017-167899,JG-15805,"John Grady",3228.119999999999
CA-2015-153549,SL-20155,"Sara Luxemburg",7001.52
CA-2016-105585,RF-19735,"Roland Fjeld",1155.91
CA-2014-117639,MW-18235,"Mitch Willingham",6667.8
CA-2015-162537,RD-19585,"Rob Dowd",940.5900000000003
CA-2016-155488,FM-14290,"Frank Merwin",352.15999999999997
CA-2015-124891,RH-19495,"Rick Hansen",13679.488
CA-2015-126445,RA-19945,"Ryan Akin",2423.25
CA-2015-111199,JK-15730,"Joe Kamberova",1037.6640000000002
CA-2017-135034,AT-10735,"Annie Thurman",863.8560000000001
CA-2017-118437,PF-19165,"Philip Fox",1015.6799999999998
US-2015-126214,JS-15880,"John Stevenson",8589.85
CA-2015-108665,KM-16225,"Kalyca Meade",5378.28
CA-2015-124450,GT-14710,"Greg Tran",21361.519999999997
CA-2016-126529,DE-13255,"Deanra Eno",377.8080000000001
CA-2014-163552,LA-16780,"Laura Armstrong",15054.820000000005
CA-2016-127670,RD-19660,"Robert Dilbeck",3485.7999999999997
CA-2016-102981,MO-17500,"Mary O'Rourke",3016.8479999999995
CA-2017-115651,NS-18640,"Noel Staavos",807.6479999999997
CA-2017-152702,SN-20710,"Steve Nguyen",1527.624
CA-2016-169103,ZC-21910,"Zuschuss Carroll",16129.520000000004
CA-2014-139192,LC-16885,"Lena Creighton",13348.434
US-2015-153500,DG-13300,"Deirdre Greer",2290.3599999999997
CA-2015-110667,NF-18595,"Nicole Fjeld",1265.952
US-2015-125374,JD-16060,"Julia Dunbar",323.31600000000003
CA-2015-161263,TS-21160,"Theresa Swint",1435.2240000000008
CA-2016-157686,BD-11620,"Brian DeCherney",1169.088
CA-2016-134348,MS-17710,"Maurice Satty",255.73200000000006
CA-2017-132521,DW-13540,"Don Weiss",791.4000000000002
CA-2015-110016,BT-11395,"Bill Tyler",5634.15
US-2016-143819,KD-16270,"Karen Daniels",30629.11
CA-2016-166163,CY-12745,"Craig Yedwab",601.0079999999998
CA-2017-158407,LW-16990,"Lindsay Williams",311.90399999999994
CA-2015-143490,NP-18325,"Naresj Patel",1696.6699999999998
CA-2015-165085,BT-11485,"Brad Thomas",769.72
CA-2017-160423,PS-19045,"Penelope Sewall",2687.944000000001
CA-2014-159338,NS-18640,"Noel Staavos",5374.080000000001
CA-2016-107216,PV-18985,"Paul Van Hugh",268.49999999999994
US-2016-110156,EH-13945,"Eric Hoffmann",2076.676
CA-2017-140585,RA-19915,"Russell Applegate",2578.3650000000002
CA-2015-142755,CS-12355,"Christine Sundaresam",10114.390000000014
US-2014-147627,HL-15040,"Hunter Lopez",11156.400000000007
CA-2015-105970,PA-19060,"Pete Armstrong",672.2399999999999
CA-2016-112102,BD-11605,"Brian Dahlen",2692.859999999999
US-2016-134908,JS-15940,"Joni Sundaresam",660.8399999999997
US-2016-148803,LR-16915,"Lena Radford",426.12
CA-2016-152170,FH-14275,"Frank Hawley",3448.259999999999
CA-2014-146969,AP-10915,"Arthur Prichep",7746.4000000000015
CA-2015-112452,NC-18340,"Nat Carroll",6368.030000000001
CA-2017-160395,KL-16555,"Kelly Lampkin",1307.2640000000001
CA-2014-136567,PS-19045,"Penelope Sewall",20190.589999999997
CA-2016-149314,GB-14530,"George Bell",1561.472
CA-2017-147039,AA-10315,"Alex Avila",1497.9199999999998
CA-2014-127964,AP-10720,"Anne Pryor",1127.4899999999998
CA-2015-125416,KC-16540,"Kelly Collister",1791.72
CA-2017-145226,DL-13315,"Delfina Latchford",3036.460000000001
CA-2016-113621,JE-15745,"Joel Eaton",4229.639999999998
CA-2016-168081,CA-12055,"Cathy Armstrong",1034.784
CA-2014-128146,DB-13060,"Dave Brooks",9286.830000000002
CA-2014-127131,HR-14830,"Harold Ryan",4328.856000000001
CA-2017-117212,BT-11530,"Bradley Talbott",8442.880000000003
US-2015-130519,NG-18355,"Nat Gilpin",559.5200000000001
CA-2016-130946,ZC-21910,"Zuschuss Carroll",17783.744000000002
CA-2016-114727,LS-16945,"Linda Southworth",13991.039999999999
CA-2017-133235,LH-16750,"Larry Hughes",815.8799999999999
CA-2016-137050,SW-20755,"Steven Ward",1327.9279999999999
US-2017-118087,SP-20620,"Stefania Perrino",22114.269
CA-2014-110184,BF-11170,"Ben Ferrer",5056.86
CA-2016-126004,BM-11140,"Becky Martin",1988.9520000000007
CA-2017-100013,ZC-21910,"Zuschuss Carroll",326.59
CA-2015-132570,KT-16480,"Kean Thornton",827.4
CA-2016-153682,BG-11695,"Brooke Gillingham",5039.928000000001
CA-2016-144344,PG-18820,"Patrick Gardner",3458.3229999999985
CA-2014-127012,GM-14680,"Greg Matthias",381.3999999999999
US-2016-162859,PG-18820,"Patrick Gardner",4477.792000000002
CA-2017-133641,EJ-14155,"Eva Jacobs",243.45
CA-2014-168494,NP-18700,"Nora Preis",32413.573499999995
CA-2017-115602,DJ-13630,"Doug Jacobs",5777.036
CA-2015-154956,IM-15070,"Irene Maddox",7699.72
CA-2017-144638,MH-18115,"Mick Hernandez",825.5339999999999
US-2016-168620,RB-19795,"Ross Baird",5765.270000000001
CA-2017-117079,JR-15700,"Jocasta Rupert",863.88
CA-2016-155992,CC-12220,"Chris Cortes",1117.4999999999998
US-2014-167738,JC-16105,"Julie Creighton",2175.66
